fiscal_year,fund_type,fund_category,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2007,General Fund,Operating,866751338.78,81449704.88,0.0,68911017.94,38654,19038,18,136,38654
2007,SF International Airport Funds,Operating,703002146.6,20880877.8,0.0,12227971.2,4464,2198,0,26,4464
2007,General Hospital Medical Center Funds,Operating,350181398.56,29299019.58,0.0,30426428.5,6048,3154,48,28,6048
2007,Special Revenue Funds,Operating,346425236.5,22513941.38,0.0,14587648.44,10666,4768,0,30,10666
2007,Debt Service Funds,Operating,292602800.68,124649.78,0.0,0.0,60,60,0,6,60
2007,Capital Projects Funds,Continuing Projects,285979126.56,23458852.400000002,0.0,98571465.56,1668,1130,0,50,1668
2007,Special Revenue Funds,Grants,273042663.2,18733300.16,0.0,63202902.12,6074,3324,4,36,6074
2007,PUC Water Department Funds,Continuing Projects,254899408.3,43630722.88,0.0,242572694.54000002,3836,1728,0,56,3836
2007,MTA Municipal Railway Funds,Continuing Projects,243525947.65999997,46118929.26,0.0,195919699.36,1248,884,0,40,1248
2007,MTA Municipal Railway Funds,Operating,225226750.1,12921663.799999999,0.0,26008493.84,19300,2288,36,18,19300
2007,Laguna Honda Hospital Funds,Continuing Projects,205108602.35999998,31652848.240000002,0.0,294928188.44,212,172,0,16,212
2007,PUC Wastewater Funds,Operating,179482718.52,5077056.14,0.0,8349594.399999999,6812,2394,0,12,6812
2007,Special Revenue Funds,Continuing Projects,162477053.18,19242371.9,0.0,77513514.96,3790,2448,0,22,3790
2007,PUC Water Department Funds,Operating,151764728.76,9980439.58,0.0,21231132.22,18302,7998,0,10,18302
2007,Internal Service Funds,Operating,113402033.9,15700978.279999997,0.0,17540245.84,7844,2204,0,16,7844
2007,SF International Airport Funds,Grants,101322552.96,12368850.78,0.0,14342335.9,154,124,0,30,154
2007,SF International Airport Funds,Continuing Projects,98314359.2,10525777.04,0.0,61179622.28,834,588,0,18,834
2007,General Fund,Continuing Projects,97449263.58000001,13614099.78,0.0,32599724.72,3426,2378,0,14,3426
2007,PUC Wastewater Funds,Continuing Projects,89404456.28,6503517.9,0.0,55421637.7,706,572,0,18,706
2007,PUC Hetch Hetchy Funds,Operating,87403531.67999999,3967344.02,0.0,3462713.2,4802,1588,0,18,4802
2007,Agency Funds,Annual Projects,81424587.84,0.0,0.0,0.0,8,6,0,8,8
2007,Pension Trust Funds,Operating,79437002.30000001,13689984.92,0.0,15442572.120000001,538,424,0,24,538
2007,General Fund,Work Orders/Overhead,73388513.0,9336839.48,0.0,13693898.9,5342,2164,4,8,5342
2007,General Fund,Annual Projects,71347869.64,12992602.100000001,0.0,15762688.040000001,2394,1552,0,10,2394
2007,Laguna Honda Hospital Funds,Operating,44246030.5,1836202.48,0.0,1413066.42,2426,1022,54,12,2426
2007,PUC Hetch Hetchy Funds,Work Orders/Overhead,31752844.38,2435075.02,0.0,7632.42,34,30,0,6,34
2007,PUC Hetch Hetchy Funds,Continuing Projects,29766796.82,8058022.300000001,0.0,37227424.480000004,2046,910,0,0,2046
2007,General Hospital Medical Center Funds,Continuing Projects,29121656.7,5810118.36,0.0,12140497.16,208,142,0,10,208
2007,MTA Parking & Traffic Funds,Work Orders/Overhead,28392218.0,2969158.26,0.0,703080.0800000001,1294,414,0,8,1294
2007,Port Of San Francisco Funds,Operating,25005611.86,1021638.28,0.0,3156744.62,3736,1652,0,2,3736
2007,Port Of San Francisco Funds,Continuing Projects,24676454.8,925595.82,0.0,3905783.8000000003,306,202,0,4,306
2007,MTA Parking & Traffic Funds,Operating,20421967.900000002,1407505.42,0.0,585758.94,524,214,0,8,524
2007,Capital Projects Funds,Grants,15403478.98,1032165.78,0.0,20562093.52,138,128,0,4,138
2007,MTA Municipal Railway Funds,Work Orders/Overhead,12318112.48,1047957.2999999999,0.0,2662678.3400000003,1430,758,0,0,1430
2007,Special Revenue Funds,Annual Projects,9845272.56,182759.3,0.0,241938.68,192,144,0,2,192
2007,Special Revenue Funds,Work Orders/Overhead,9733555.52,1944741.26,0.0,5375940.4,1822,1014,0,0,1822
2007,Treasure Island Development Authority,Continuing Projects,8895415.04,955961.7,0.0,2150615.3000000003,172,156,0,2,172
2007,Other Employee Benefit Trust Funds,Operating,8677535.54,-805356.0,0.0,12900.0,56,34,0,4,56
2007,PUC Water Department Funds,Annual Projects,8293185.14,1051059.8199999998,0.0,1957904.7,442,332,0,0,442
2007,Expendable Trust Funds,Grants,5372571.3,560775.5,0.0,779140.9,566,390,0,0,566
2007,Agency Funds,Operating,3823840.46,-473.0,0.0,0.0,498,482,0,0,498
2007,MTA Parking & Traffic Funds,Annual Projects,2902758.54,70607.8,0.0,0.0,54,14,0,0,54
2007,Port Of San Francisco Funds,Grants,2572871.26,411883.2,0.0,5178818.96,68,66,0,0,68
2007,SF International Airport Funds,Annual Projects,1992497.5599999998,459066.08,0.0,1004071.4199999999,402,336,0,0,402
2007,Port Of San Francisco Funds,Annual Projects,1806120.88,456776.48,0.0,1652489.4,294,182,0,0,294
2007,Agency Funds,Continuing Projects,1753648.46,1094247.1,0.0,0.0,10,10,0,0,10
2007,General Hospital Medical Center Funds,Annual Projects,1260051.76,135387.24,0.0,738025.58,96,28,0,0,96
2007,Internal Service Funds,Work Orders/Overhead,1142493.8,0.0,0.0,472640.0,16,14,0,0,16
2007,Laguna Honda Hospital Funds,Annual Projects,738944.5599999999,12618.380000000001,0.0,0.0,30,28,0,0,30
2007,MTA Parking & Traffic Funds,Continuing Projects,464140.88,41590.92,0.0,166912.72,122,74,0,0,122
2007,Laguna Honda Hospital Funds,Grants,438828.94,47232.719999999994,0.0,6190.86,110,100,0,0,110
2007,PUC Wastewater Funds,Annual Projects,258679.0,18120.88,0.0,0.0,10,10,0,0,10
2007,General Hospital Medical Center Funds,Grants,204963.47999999998,46800.44,0.0,182626.88,12,12,0,0,12
2007,PUC Hetch Hetchy Funds,Annual Projects,106039.0,214440.32,0.0,170245.68,8,8,0,0,8
2007,MTA Municipal Railway Funds,Grants,101709.18,0.0,0.0,0.0,12,12,0,0,12
2007,Internal Service Funds,Continuing Projects,51429.0,0.0,0.0,7677146.86,44,36,0,0,44
2007,Agency Funds,Grants,44356.58,0.0,0.0,0.0,32,32,0,0,32
2007,PUC Water Department Funds,Work Orders/Overhead,6993.22,0.0,0.0,42576.44,16,16,0,0,16
2007,Expendable Trust Funds,Continuing Projects,3975.86,12878.0,0.0,4882.5,12,10,0,0,12
2007,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,8,0,0,274
2008,General Fund,Operating,973887105.3000001,104219086.24,0.0,77512780.62,42802,24070,14,134,42802
2008,SF International Airport Funds,Operating,705804614.2,25954065.78,0.0,17072471.2,4930,2914,0,24,4930
2008,General Hospital Medical Center Funds,Operating,392768905.34,15665405.74,0.0,32929235.46,5558,3200,76,20,5558
2008,Special Revenue Funds,Operating,385072237.74,30366249.56,0.0,15172876.54,10378,5536,2,36,10378
2008,PUC Water Department Funds,Continuing Projects,324360213.58000004,35765496.64,0.0,238146813.54,3772,1730,0,60,3772
2008,Debt Service Funds,Operating,303962757.24,476759.94,0.0,0.0,54,54,0,10,54
2008,MTA Municipal Railway Funds,Continuing Projects,264489747.14000002,15439279.46,0.0,97855657.44,1076,812,0,40,1076
2008,Special Revenue Funds,Grants,237630267.32,55834924.32,0.0,65212950.84,5536,3626,0,20,5536
2008,MTA Municipal Railway Funds,Operating,231023232.18,16172383.42,0.0,29852780.04,18386,4034,0,28,18386
2008,Special Revenue Funds,Continuing Projects,219025767.22,41824447.559999995,0.0,64953295.68,4282,3096,2,46,4282
2008,Capital Projects Funds,Continuing Projects,192857362.88,19992149.64,0.0,93560933.34,1804,1252,0,52,1804
2008,PUC Wastewater Funds,Operating,174515546.78,4668396.6,0.0,7522575.82,6324,2264,0,12,6324
2008,PUC Water Department Funds,Operating,174378052.35999998,10294723.5,0.0,20563864.740000002,17794,6612,2,10,17794
2008,Laguna Honda Hospital Funds,Continuing Projects,141445857.9,34937969.32,0.0,197210205.29999998,232,200,4,12,232
2008,General Fund,Continuing Projects,140176991.22,14303037.08,0.0,36693670.78,4298,2884,0,28,4298
2008,SF International Airport Funds,Continuing Projects,135094436.08,13161915.94,0.0,59458862.36,1158,674,0,28,1158
2008,Internal Service Funds,Operating,124766153.69999999,9953394.08,0.0,19927989.38,7898,2526,0,16,7898
2008,Agency Funds,Annual Projects,100653567.58,0.0,0.0,0.0,8,8,0,8,8
2008,General Fund,Annual Projects,97115954.96,9627265.1,0.0,12112929.56,2950,2310,0,12,2950
2008,PUC Wastewater Funds,Continuing Projects,96190715.84,14097438.94,0.0,54392977.019999996,894,674,0,22,894
2008,Pension Trust Funds,Operating,96117934.03999999,19789866.24,0.0,6829764.140000001,568,402,0,34,568
2008,General Fund,Work Orders/Overhead,89340571.74,10501761.68,0.0,12794394.719999999,6860,3006,14,12,6860
2008,PUC Hetch Hetchy Funds,Operating,83693048.62,7432248.699999999,0.0,9444534.88,4844,1626,0,18,4844
2008,SF International Airport Funds,Grants,76378138.82000001,4139941.34,0.0,5123457.26,194,156,0,16,194
2008,General Hospital Medical Center Funds,Continuing Projects,58309646.56,13157498.94,0.0,18428248.599999998,254,202,2,14,254
2008,PUC Hetch Hetchy Funds,Continuing Projects,54294659.28,8417155.58,0.0,28192510.66,2056,886,0,10,2056
2008,Laguna Honda Hospital Funds,Operating,38983888.800000004,4869295.100000001,0.0,1004414.82,2188,1406,34,8,2188
2008,PUC Hetch Hetchy Funds,Work Orders/Overhead,33180995.68,5383839.46,0.0,251270.25999999998,54,48,0,6,54
2008,MTA Parking & Traffic Funds,Work Orders/Overhead,29955430.1,2788679.0999999996,0.0,1991767.58,1322,660,0,6,1322
2008,Port Of San Francisco Funds,Operating,26122594.84,1293090.92,0.0,3054445.54,2986,1916,0,4,2986
2008,MTA Parking & Traffic Funds,Operating,22817590.7,1475881.22,0.0,1373668.24,472,330,0,6,472
2008,Port Of San Francisco Funds,Continuing Projects,21926288.36,507595.7,0.0,6695106.22,320,276,0,4,320
2008,Capital Projects Funds,Grants,20045340.619999997,2248918.04,0.0,10030134.9,142,132,0,4,142
2008,Special Revenue Funds,Work Orders/Overhead,12753260.64,1546841.8,0.0,3520379.04,1910,1068,10,2,1910
2008,Special Revenue Funds,Annual Projects,10109345.78,74081.04000000001,0.0,243178.66,208,172,0,2,208
2008,Other Employee Benefit Trust Funds,Operating,8879309.200000001,-766487.02,0.0,0.0,134,108,0,4,134
2008,MTA Municipal Railway Funds,Work Orders/Overhead,8378063.9799999995,984233.4400000001,0.0,1854024.9,1300,692,2,0,1300
2008,Port Of San Francisco Funds,Grants,7891653.66,317462.32,0.0,1035927.64,24,22,0,4,24
2008,PUC Water Department Funds,Annual Projects,7752472.4,649419.78,0.0,1949125.2999999998,410,310,0,2,410
2008,Treasure Island Development Authority,Continuing Projects,5143359.0600000005,900349.42,0.0,1363463.62,204,186,0,0,204
2008,Expendable Trust Funds,Grants,3300977.5,364531.5,0.0,397261.24,504,432,2,0,504
2008,Port Of San Francisco Funds,Annual Projects,2798250.4,656945.02,0.0,2216235.64,330,282,0,0,330
2008,MTA Parking & Traffic Funds,Annual Projects,2692981.0,699220.54,0.0,230888.0,110,72,0,0,110
2008,SF International Airport Funds,Annual Projects,2070254.3,435169.56,0.0,411450.36,388,322,0,0,388
2008,General Hospital Medical Center Funds,Annual Projects,1437430.4200000002,204236.26,0.0,1249387.36,56,44,0,0,56
2008,Agency Funds,Continuing Projects,1148141.02,0.0,0.0,0.0,6,6,0,0,6
2008,Internal Service Funds,Work Orders/Overhead,999385.0,0.0,0.0,423255.0,6,6,0,0,6
2008,PUC Hetch Hetchy Funds,Annual Projects,668179.9199999999,0.0,0.0,16505.2,8,8,0,0,8
2008,MTA Parking & Traffic Funds,Continuing Projects,643569.0,171902.1,0.0,337246.48,148,106,0,0,148
2008,Laguna Honda Hospital Funds,Annual Projects,541382.5800000001,57319.979999999996,0.0,59341.98,40,36,2,0,40
2008,Laguna Honda Hospital Funds,Grants,509417.04,31812.36,0.0,672.0,112,106,0,0,112
2008,General Hospital Medical Center Funds,Grants,504269.83999999997,0.0,0.0,188497.12,14,12,0,0,14
2008,PUC Water Department Funds,Work Orders/Overhead,362034.28,490475.24,0.0,88297.24,10,10,0,0,10
2008,PUC Water Department Funds,Grants,349821.22,53431.68,0.0,1747.1,2,2,0,0,2
2008,MTA Parking & Traffic Funds,Grants,96440.36,130492.90000000001,0.0,137471.88,8,8,0,0,8
2008,Expendable Trust Funds,Continuing Projects,31340.5,0.0,0.0,0.0,12,12,0,0,12
2008,PUC Wastewater Funds,Work Orders/Overhead,19286.46,0.0,0.0,0.0,2,2,0,0,2
2008,PUC Wastewater Funds,Annual Projects,18120.88,0.0,0.0,0.0,2,2,0,0,2
2008,Internal Service Funds,Continuing Projects,10226.14,107081.12,0.0,9001534.4,60,58,0,0,60
2008,MTA Municipal Railway Funds,Grants,9459.880000000001,1290.92,0.0,0.0,8,4,0,0,8
2008,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2008,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,36,0,0,274
2009,General Fund,Operating,1025766251.4200001,95284635.52,0.0,93941909.68,39552,23375,8,168,39552
2009,SF International Airport Funds,Operating,722889446.16,22905248.86,0.0,15865921.860000001,4790,2966,0,32,4790
2009,General Hospital Medical Center Funds,Operating,391239567.96,19441225.78,0.0,39319730.68,5436,3380,40,40,5436
2009,Special Revenue Funds,Operating,389174514.4,26488015.0,0.0,14363170.66,9418,5673,0,36,9418
2009,PUC Water Department Funds,Continuing Projects,362634961.8,72980790.89999999,0.0,569784705.52,3914,1814,0,68,3914
2009,Debt Service Funds,Operating,335241312.52,0.0,0.0,0.0,58,58,0,6,58
2009,Special Revenue Funds,Grants,309560850.46000004,35454997.0,0.0,113883396.68,5314,3771,0,38,5314
2009,Special Revenue Funds,Continuing Projects,259661369.52,21506752.26,0.0,47959445.82,4630,3277,0,40,4630
2009,MTA Municipal Railway Funds,Operating,238708754.35999998,26458814.74,0.0,20552405.46,18692,4646,18,24,18692
2009,PUC Water Department Funds,Operating,230290274.72,10538492.68,0.0,21903578.64,18542,7940,2,10,18542
2009,Laguna Honda Hospital Funds,Continuing Projects,225146771.17999998,15452143.700000001,0.0,121130280.47999999,278,256,0,20,278
2009,SF International Airport Funds,Continuing Projects,200926259.54000002,34369092.04,0.0,29694037.36,1078,750,0,30,1078
2009,PUC Wastewater Funds,Operating,174537200.26000002,4354397.16,0.0,5523686.28,6382,2476,0,14,6382
2009,Capital Projects Funds,Continuing Projects,164658305.44,30124941.84,0.0,99796344.74,2146,1495,0,44,2146
2009,Agency Funds,Annual Projects,142268983.32,0.0,0.0,0.0,8,8,0,8,8
2009,PUC Wastewater Funds,Continuing Projects,128762577.32,18484424.88,0.0,37063141.04,718,536,0,28,718
2009,General Fund,Continuing Projects,119396173.92,10691455.14,0.0,34103934.42,4134,3049,2,24,4134
2009,Internal Service Funds,Operating,110797470.66,7776319.68,0.0,16262974.3,6072,2536,4,18,6072
2009,MTA Municipal Railway Funds,Continuing Projects,92270116.58,11123301.74,0.0,145435324.94,1126,896,4,20,1126
2009,General Fund,Work Orders/Overhead,91149151.02,9309035.02,0.0,13596336.540000001,7306,3400,10,14,7306
2009,General Fund,Annual Projects,82315266.78,7358534.38,0.0,12808076.88,2446,2053,4,14,2446
2009,Pension Trust Funds,Operating,81821387.5,16018218.48,0.0,23346661.080000002,540,434,0,12,540
2009,PUC Hetch Hetchy Funds,Operating,74329562.02,8362935.399999999,0.0,6699953.42,5126,1800,0,14,5126
2009,General Hospital Medical Center Funds,Continuing Projects,65829840.74,1424714.7999999998,0.0,8118657.24,270,206,0,16,270
2009,PUC Hetch Hetchy Funds,Continuing Projects,48367270.8,11799967.94,0.0,35577170.86,2746,1538,0,4,2746
2009,Laguna Honda Hospital Funds,Operating,40781679.84,1851095.82,0.0,1100653.3,2170,1484,32,6,2170
2009,PUC Hetch Hetchy Funds,Work Orders/Overhead,37624510.78,2073271.2999999998,0.0,16450.58,58,48,0,8,58
2009,SF International Airport Funds,Grants,33583181.56,16735320.68,0.0,49199732.18,142,126,0,10,142
2009,MTA Parking & Traffic Funds,Work Orders/Overhead,27898777.38,1092313.14,0.0,130396.74,1154,656,0,4,1154
2009,Port Of San Francisco Funds,Operating,27462787.36,931726.4,0.0,3139209.7600000002,3904,2204,0,4,3904
2009,Agency Funds,Continuing Projects,23537000.0,0.0,0.0,0.0,2,2,0,2,2
2009,MTA Parking & Traffic Funds,Operating,21050758.72,3160920.3399999994,0.0,116776.22000000002,348,276,0,6,348
2009,Capital Projects Funds,Grants,13744103.4,2045039.6,0.0,14996282.68,120,116,0,4,120
2009,Port Of San Francisco Funds,Continuing Projects,11862697.86,1658846.06,0.0,8619698.44,256,224,0,4,256
2009,Special Revenue Funds,Work Orders/Overhead,11261612.120000001,706326.92,0.0,4642839.06,1892,1189,2,0,1892
2009,Special Revenue Funds,Annual Projects,9680705.62,449894.52,0.0,2277824.7399999998,166,152,0,2,166
2009,Other Employee Benefit Trust Funds,Operating,8900577.42,-813650.52,0.0,0.0,144,122,0,6,144
2009,PUC Water Department Funds,Annual Projects,8705485.6,1081298.3,0.0,2559118.54,416,314,0,2,416
2009,MTA Municipal Railway Funds,Work Orders/Overhead,6899730.2,775936.56,0.0,1094976.74,1082,694,0,0,1082
2009,MTA Parking & Traffic Funds,Continuing Projects,5682021.100000001,995457.1,0.0,5355255.44,198,164,0,2,198
2009,Treasure Island Development Authority,Continuing Projects,5566185.220000001,938001.94,0.0,1841300.6199999999,310,260,0,0,310
2009,Port Of San Francisco Funds,Annual Projects,4426687.5600000005,2003938.6,0.0,2309158.72,376,324,0,0,376
2009,Expendable Trust Funds,Grants,3183575.76,488043.32000000007,0.0,606729.76,546,500,0,0,546
2009,PUC Water Department Funds,Grants,2730840.9,287400.12,0.0,655471.7799999999,218,128,0,0,218
2009,SF International Airport Funds,Annual Projects,2541139.64,111073.37999999999,0.0,598128.5,358,320,0,0,358
2009,Port Of San Francisco Funds,Grants,2478665.6999999997,0.0,0.0,2529163.1,26,26,0,0,26
2009,General Hospital Medical Center Funds,Annual Projects,1348998.5,252792.02,0.0,1567367.02,76,64,0,0,76
2009,MTA Parking & Traffic Funds,Annual Projects,930108.54,0.0,0.0,0.0,28,28,0,0,28
2009,PUC Water Department Funds,Work Orders/Overhead,605622.06,0.0,0.0,0.0,8,6,0,0,8
2009,Laguna Honda Hospital Funds,Grants,589773.68,77604.24,0.0,11315.2,164,140,0,0,164
2009,PUC Wastewater Funds,Grants,545351.56,0.0,0.0,200222.2,6,4,0,0,6
2009,Internal Service Funds,Work Orders/Overhead,423255.0,0.0,0.0,0.0,2,2,0,0,2
2009,Laguna Honda Hospital Funds,Annual Projects,325890.92,155313.03999999998,0.0,240869.54,88,74,2,0,88
2009,MTA Parking & Traffic Funds,Grants,314442.48,77776.2,0.0,19391.8,14,14,0,0,14
2009,PUC Hetch Hetchy Funds,Annual Projects,300000.0,14491.3,0.0,0.0,4,4,0,0,4
2009,Internal Service Funds,Continuing Projects,187520.78,0.0,0.0,8912731.120000001,52,46,0,0,52
2009,General Hospital Medical Center Funds,Grants,173726.8,0.0,0.0,415143.62,10,10,0,0,10
2009,MTA Municipal Railway Funds,Grants,5390.92,0.0,0.0,2554192.7600000002,20,20,0,0,20
2009,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2009,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,38,0,0,274
2010,General Fund,Operating,1006483486.76,90280594.66,0.0,93673720.0,36486,21454,40,156,36486
2010,SF International Airport Funds,Operating,749028772.2,25329105.06,0.0,9851214.68,4568,2864,0,28,4568
2010,PUC Water Department Funds,Continuing Projects,601386220.88,133462874.61999999,0.0,1788680894.46,4088,1958,0,108,4088
2010,General Hospital Medical Center Funds,Operating,412823749.36,28151923.720000003,0.0,37636522.78,5550,3270,40,50,5550
2010,Debt Service Funds,Operating,400769568.4,0.0,0.0,0.0,22,22,0,6,22
2010,Special Revenue Funds,Operating,354711860.68,19897963.8,0.0,14198852.559999999,7890,4706,0,32,7890
2010,SF International Airport Funds,Continuing Projects,351624765.84000003,78233552.83999999,0.0,176812244.02,932,666,0,32,932
2010,Special Revenue Funds,Grants,325276975.62,39405294.1,0.0,160756549.1,5774,3906,0,32,5774
2010,MTA Municipal Railway Funds,Operating,245627072.07999998,23151117.8,0.0,41269798.56,18626,4250,0,34,18626
2010,Capital Projects Funds,Continuing Projects,235941935.92000002,48815977.96,0.0,147871175.02,2504,1812,0,38,2504
2010,Special Revenue Funds,Continuing Projects,203183467.57999998,24020305.1,0.0,47745778.94,6608,4042,10,28,6608
2010,PUC Wastewater Funds,Operating,173289885.12,3613733.5,0.0,6965237.9799999995,5834,2336,6,16,5834
2010,MTA Municipal Railway Funds,Continuing Projects,171020027.84,37598569.28,0.0,275499251.34000003,1254,904,0,34,1254
2010,PUC Water Department Funds,Operating,161703925.44,13796737.04,0.0,24856841.56,17592,8402,20,10,17592
2010,Agency Funds,Annual Projects,150915407.22,0.0,0.0,0.0,8,8,0,8,8
2010,General Fund,Continuing Projects,119659690.52,9145514.32,0.0,29802340.44,3350,2650,4,20,3350
2010,Internal Service Funds,Operating,102726155.54,20093486.18,0.0,17605518.14,5494,2336,6,12,5494
2010,General Fund,Work Orders/Overhead,91827139.0,11244123.06,0.0,8217493.68,5918,2894,2,12,5918
2010,PUC Wastewater Funds,Continuing Projects,81593935.3,9851380.48,0.0,40877372.68,756,576,0,10,756
2010,Agency Funds,Continuing Projects,80800000.0,0.0,0.0,0.0,2,2,0,2,2
2010,Pension Trust Funds,Operating,79829158.04,19600272.56,0.0,12870200.46,560,460,0,20,560
2010,PUC Water Department Funds,Annual Projects,76532181.9,432384.89999999997,0.0,1670202.18,190,164,0,8,190
2010,PUC Hetch Hetchy Funds,Operating,75639299.86,10967591.8,0.0,6184105.94,5864,1868,6,14,5864
2010,SF International Airport Funds,Grants,75055651.74000001,22466044.18,0.0,40991041.6,110,94,0,18,110
2010,General Fund,Annual Projects,70151140.28,7254431.68,0.0,8762085.2,1996,1630,4,12,1996
2010,PUC Hetch Hetchy Funds,Continuing Projects,68651838.7,13499295.98,0.0,40999069.52,2834,1454,0,8,2834
2010,Laguna Honda Hospital Funds,Continuing Projects,56502933.68,5609008.58,0.0,112429846.97999999,978,614,4,12,978
2010,MTA Parking & Traffic Funds,Operating,39189768.78,3439287.68,0.0,701823.7000000001,1004,630,0,10,1004
2010,Laguna Honda Hospital Funds,Operating,35463161.96,2934638.46,0.0,552257.04,1992,1326,22,8,1992
2010,MTA Municipal Railway Funds,Grants,31934555.34,5181291.0600000005,0.0,62523955.06,186,138,0,6,186
2010,Capital Projects Funds,Grants,27526276.86,2439559.98,0.0,10775851.98,202,182,0,8,202
2010,PUC Hetch Hetchy Funds,Work Orders/Overhead,23974588.580000002,1847007.02,0.0,13630.539999999999,28,28,0,6,28
2010,Port Of San Francisco Funds,Operating,16667339.62,817896.8,0.0,4175701.06,3788,1946,0,2,3788
2010,General Hospital Medical Center Funds,Continuing Projects,14808261.299999999,3029667.38,0.0,34299451.44,188,150,6,4,188
2010,Special Revenue Funds,Annual Projects,12879169.82,488195.6,0.0,1065007.8,160,142,0,4,160
2010,Port Of San Francisco Funds,Continuing Projects,11366114.879999999,1282663.6199999999,0.0,9973594.4,224,198,0,0,224
2010,Other Employee Benefit Trust Funds,Operating,8481594.78,-783944.52,0.0,0.0,108,88,0,4,108
2010,Port Of San Francisco Funds,Grants,7969656.300000001,2677465.44,0.0,1418158.28,46,46,0,0,46
2010,MTA Parking & Traffic Funds,Continuing Projects,6711420.779999999,775577.42,0.0,2756105.5999999996,178,140,0,0,178
2010,Special Revenue Funds,Work Orders/Overhead,6499346.0,1112308.16,0.0,2201925.2800000003,1796,1126,4,0,1796
2010,MTA Municipal Railway Funds,Work Orders/Overhead,5509578.600000001,570117.04,0.0,13157906.02,712,466,0,0,712
2010,Expendable Trust Funds,Grants,5365821.8,2195280.86,0.0,1176525.46,444,408,0,2,444
2010,Port Of San Francisco Funds,Annual Projects,5153458.68,542269.18,0.0,1492635.08,248,212,0,2,248
2010,Treasure Island Development Authority,Continuing Projects,4653099.5600000005,411167.52,0.0,3074331.66,370,296,0,0,370
2010,PUC Hetch Hetchy Funds,Annual Projects,4005376.92,327343.76,0.0,38294.14,52,52,0,2,52
2010,MTA Parking Garages/Other,Operating,2825575.4599999995,14699.26,0.0,37864.36,54,52,0,0,54
2010,General Hospital Medical Center Funds,Annual Projects,2192254.24,363247.26,0.0,1287432.5,134,104,0,0,134
2010,SF International Airport Funds,Annual Projects,1569242.68,373351.26,0.0,312956.74,338,308,0,0,338
2010,PUC Water Department Funds,Grants,1381635.18,450058.66000000003,0.0,1390107.96,192,122,0,0,192
2010,MTA Parking & Traffic Funds,Grants,1214724.4,1933517.12,0.0,20546974.38,78,34,0,0,78
2010,MTA Taxi Commission,Operating,578783.28,19885.92,0.0,74630.6,80,78,0,0,80
2010,Laguna Honda Hospital Funds,Annual Projects,559505.16,49292.0,0.0,79600.0,68,52,0,0,68
2010,Laguna Honda Hospital Funds,Grants,363597.0,30422.72,0.0,31705.84,138,106,0,0,138
2010,PUC Wastewater Funds,Annual Projects,358940.14,742.08,0.0,73009.84,158,140,0,0,158
2010,PUC Wastewater Funds,Grants,316459.16000000003,72436.54,0.0,890094.6799999999,12,10,0,0,12
2010,Internal Service Funds,Continuing Projects,40409.44,0.0,0.0,8912731.12,52,50,0,0,52
2010,MTA Bicycle Fund,Operating,3267.76,207.52,0.0,649.38,8,8,0,0,8
2010,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2010,PUC Hetch Hetchy Funds,Grants,0.0,2476.8,0.0,0.0,2,2,0,0,2
2010,PUC Water Department Funds,Work Orders/Overhead,0.0,0.0,0.0,195436.0,2,2,0,0,2
2010,SF Transportation Authority Funds,Continuing Projects,0.0,0.0,0.0,381229869.74,274,42,0,0,274
2011,PUC Water Department Funds,Continuing Projects,1058372853.96,162740558.9,0.0,2290497494.22,4508,2156,0,124,4508
2011,General Fund,Operating,1011961547.48,66685243.96,0.0,81761604.66,36834,20386,44,158,36834
2011,SF International Airport Funds,Operating,837349008.54,24866929.54,0.0,8491179.92,4630,2964,0,40,4630
2011,General Hospital Medical Center Funds,Operating,465770921.24,43632451.78,0.0,19918460.64,5780,3264,42,46,5780
2011,SF International Airport Funds,Continuing Projects,453109279.26,28281189.22,0.0,46185976.08,862,632,0,32,862
2011,Debt Service Funds,Operating,401900759.14,3900.0,0.0,0.0,20,20,0,6,20
2011,Special Revenue Funds,Grants,368701932.64,36223719.14,0.0,113540698.8,5164,3418,0,48,5164
2011,Special Revenue Funds,Operating,339205020.52000004,19185799.7,0.0,16516902.86,7458,4458,10,22,7458
2011,Capital Projects Funds,Continuing Projects,306161311.4,47359137.339999996,0.0,168505341.34,2518,1818,0,54,2518
2011,MTA Municipal Railway Funds,Continuing Projects,282812029.1,25429943.92,0.0,320809190.02,1400,1006,0,60,1400
2011,Special Revenue Funds,Continuing Projects,255756418.42000002,22883838.080000002,0.0,96041065.32,6708,4140,8,36,6708
2011,MTA Municipal Railway Funds,Operating,242954569.26,31682948.34,0.0,49754881.92,18038,3906,0,28,18038
2011,PUC Water Department Funds,Annual Projects,201343701.14000002,224134.74,0.0,2123354.2199999997,222,186,0,6,222
2011,Agency Funds,Annual Projects,176103460.0,0.0,0.0,0.0,8,8,0,8,8
