fiscal_year,fund_type,fund_category,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2015,Special Revenue Funds,Operating,430181622.38,22537625.580000002,0.0,34066210.32,8798,5310,16,32,8798
2015,Capital Projects Funds,Continuing Projects,404210979.67999995,35999303.559999995,0.0,135179543.74,2222,1630,6,62,2222
2015,PUC Water Department Funds,Annual Projects,359635428.18,1464554.96,0.0,4460314.3,868,552,0,4,868
2015,Special Revenue Funds,Continuing Projects,340695297.15999997,39555254.16,0.0,82621779.78,6844,4196,6,48,6844
2015,MTA Municipal Railway Funds,Operating,302983304.62,42196072.14,0.0,58988254.4,20566,3626,0,38,20566
2015,Capital Projects Funds,Unknown,291571211.16,40142615.74,0.0,64978343.86000001,262,170,0,14,262
2015,Special Revenue Funds,Grants,277376693.16,35948826.14,0.0,110697677.26,4722,3400,2,30,4722
2015,PUC Wastewater Funds,Continuing Projects,269597186.02,28014961.46,0.0,171731273.28,1556,890,0,58,1556
2015,Agency Funds,Annual Projects,209441020.9,0.0,0.0,0.0,8,8,0,8,8
2015,General Fund,Continuing Projects,193701051.72,23404707.4,0.0,109598532.08,4712,3522,4,36,4712
2015,General Fund,Work Orders/Overhead,154260423.94,18839393.36,0.0,20183789.72,7456,2744,8,16,7456
2015,Internal Service Funds,Operating,129834360.06,14565073.899999999,0.0,31457817.9,4692,2232,6,24,4692
2015,PUC Wastewater Funds,Annual Projects,104428640.89999999,247863.06,0.0,1269268.4,272,242,0,4,272
2015,PUC Hetch Hetchy Funds,Operating,102897307.64,9756499.22,0.0,11244317.34,4726,1734,8,28,4726
2015,PUC Water Department Funds,Operating,89391756.17999999,13887112.879999999,0.0,28708614.98,19726,8060,24,2,19726
2015,Pension Trust Funds,Operating,87848626.78,15696946.96,0.0,10022518.56,546,452,0,36,546
2015,General Fund,Annual Projects,87177394.4,12942832.879999999,0.0,25820741.7,3618,2344,6,8,3618
2015,Successor Agency-Former SF Redev Agency,Continuing Projects,85870136.82000001,7580532.3,0.0,152027829.8,138,124,0,28,138
2015,MTA Parking & Traffic Funds,Operating,78284103.86,6494234.000000001,0.0,10690164.08,1754,972,0,14,1754
2015,Laguna Honda Hospital Funds,Operating,76120361.12,3908098.9,0.0,12754552.74,2722,1460,36,14,2722
2015,SF International Airport Funds,Grants,65767265.04,4544.0,0.0,156651.58,22,22,0,6,22
2015,Other Employee Benefit Trust Funds,Operating,63490035.06,299569.77999999997,0.0,246510.44,88,80,0,6,88
2015,MTA Parking & Traffic Funds,Continuing Projects,63196405.019999996,4706154.32,0.0,7029504.82,446,368,0,10,446
2015,PUC Hetch Hetchy Funds,Continuing Projects,58476620.28,8532668.299999999,0.0,53242174.800000004,2388,1450,4,6,2388
2015,MTA Parking Garages/Other,Operating,56498574.16,4561775.08,0.0,165935.66,144,104,0,14,144
2015,Port Of San Francisco Funds,Continuing Projects,47330304.08,3207137.12,0.0,15762664.940000001,342,286,0,14,342
2015,PUC Wastewater Funds,Operating,45306110.68,4074049.8,0.0,4161185.7800000003,4618,2110,2,4,4618
2015,General Hospital Medical Center Funds,Continuing Projects,42432733.4,8579311.4,0.0,143001473.38,578,418,2,14,578
2015,Port Of San Francisco Funds,Operating,33391870.98,893239.34,0.0,3536021.3200000003,3846,1952,0,6,3846
2015,MTA Municipal Railway Funds,Work Orders/Overhead,30523033.74,3535551.8,0.0,12909390.02,1224,744,0,4,1224
2015,MTA Municipal Railway Funds,Unknown,26976517.54,1401863.0999999999,0.0,22775590.68,82,78,0,8,82
2015,Port Of San Francisco Funds,Unknown,26086334.46,0.0,0.0,537366.68,6,6,0,4,6
2015,Successor Agency-Former SF Redev Agency,Annual Projects,24011873.2,1053507.4200000002,0.0,186626.34,160,136,0,6,160
2015,Successor Agency-Former SF Redev Agency,Unknown,21092162.52,11070737.12,0.0,0.0,10,10,0,6,10
2015,PUC Water Department Funds,Unknown,18357752.3,3459646.82,0.0,66721116.879999995,122,112,0,2,122
2015,PUC Hetch Hetchy Funds,Annual Projects,15609372.719999999,1547917.68,0.0,5150475.58,680,438,0,2,680
2015,MTA Parking Garages/Other,Unknown,11245249.34,7189.780000000001,0.0,122094.34,20,20,0,4,20
2015,Internal Service Funds,Continuing Projects,11139694.86,860311.96,0.0,8102817.42,194,118,0,2,194
2015,Capital Projects Funds,Grants,9497714.0,500692.32,0.0,6138072.4799999995,100,88,0,2,100
2015,Laguna Honda Hospital Funds,Continuing Projects,8835890.4,217225.74,0.0,1651482.3,134,114,2,2,134
2015,Special Revenue Funds,Work Orders/Overhead,8575774.16,1289971.7799999998,0.0,3823579.4,2228,1122,4,0,2228
2015,Special Revenue Funds,Annual Projects,7061001.48,588498.7,0.0,98103.46,84,80,0,2,84
2015,MTA Parking & Traffic Funds,Grants,6850406.18,302899.86,0.0,5279168.86,110,92,0,0,110
2015,MTA Parking & Traffic Funds,Unknown,5096814.08,183310.68,0.0,1458737.9000000001,56,56,0,0,56
2015,Successor Agency-Former SF Redev Agency,Operating,4908524.100000001,39019.5,0.0,2554563.3,216,210,0,0,216
2015,Expendable Trust Funds,Grants,4672408.76,310569.78,0.0,317491.18,558,460,0,0,558
2015,Treasure Island Development Authority,Continuing Projects,4232668.16,247445.12,0.0,1152685.06,216,204,0,0,216
2015,Port Of San Francisco Funds,Annual Projects,3815086.2,418093.5,0.0,1863383.1400000001,470,406,0,0,470
2015,PUC Wastewater Funds,Unknown,3258596.14,6989627.02,0.0,59602969.6,50,48,0,0,50
2015,General Hospital Medical Center Funds,Annual Projects,2685982.8200000003,138100.14,0.0,347941.34,84,80,0,0,84
2015,MTA Municipal Railway Funds,Grants,2141643.24,0.0,0.0,400000.0,36,32,0,0,36
2015,Port Of San Francisco Funds,Grants,1299499.22,280183.88,0.0,365903.8,44,34,0,0,44
2015,Internal Service Funds,Work Orders/Overhead,1147572.22,60455.8,0.0,132478.5,8,8,0,0,8
2015,MTA Taxi Commission,Operating,974291.54,60095.880000000005,0.0,3894103.8400000003,98,80,0,0,98
2015,Laguna Honda Hospital Funds,Annual Projects,955540.46,210958.96000000002,0.0,380548.36,366,268,0,0,366
2015,Special Revenue Funds,Unknown,880036.94,133114.4,0.0,8748769.84,18,18,0,0,18
2015,PUC Hetch Hetchy Funds,Work Orders/Overhead,834018.62,70430.68,0.0,1168710.44,60,48,0,0,60
2015,MTA Parking Garages/Other,Continuing Projects,482084.3,33236.92,0.0,536053.34,24,20,0,0,24
2015,Successor Agency-Former SF Redev Agency,Grants,340359.0,0.0,0.0,351000.0,8,8,0,0,8
2015,Laguna Honda Hospital Funds,Grants,274333.96,37164.18,0.0,14285.12,122,110,0,0,122
2015,SF International Airport Funds,Annual Projects,205319.47999999998,45492.8,0.0,103716.88,44,44,0,0,44
2015,PUC Hetch Hetchy Funds,Unknown,202381.8,432043.0,0.0,19414773.16,64,62,0,0,64
2015,Retiree Health Care Trust Fund - Prop B,Operating,190414.9,0.0,0.0,42122.1,10,10,0,0,10
2015,General Hospital Medical Center Funds,Grants,76774.14,30565.2,0.0,14108166.56,58,56,0,0,58
2015,MTA Taxi Commission,Continuing Projects,63000.0,70000.0,0.0,0.0,34,34,0,0,34
2015,PUC Water Department Funds,Work Orders/Overhead,24229.800000000003,38490.259999999995,0.0,168753.2,10,10,0,0,10
2015,PUC Wastewater Funds,Work Orders/Overhead,191.5,9479.26,0.0,95532.66,6,6,0,0,6
2015,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2016,General Fund,Operating,1225661489.26,135495530.36,0.0,237147065.34,42926,21996,46,182,42926
2016,SF International Airport Funds,Operating,1085737548.1399999,26566452.94,0.0,20980286.98,5608,3516,0,48,5608
2016,MTA Municipal Railway Funds,Continuing Projects,772952495.54,89364605.32000001,0.0,1047986170.78,1102,806,0,48,1102
2016,SF International Airport Funds,Continuing Projects,635591445.84,101501159.68,0.0,147091733.42,2080,1172,0,128,2080
2016,General Hospital Medical Center Funds,Operating,576810722.04,45446896.54,0.0,100185374.67999999,7136,4326,42,50,7136
2016,Debt Service Funds,Operating,565258125.8,5000.0,0.0,0.0,16,16,0,8,16
2016,Special Revenue Funds,Operating,449001498.48,20328238.02,0.0,33009198.900000002,8804,5406,16,38,8804
2016,Special Revenue Funds,Continuing Projects,444932283.36,38526296.2,0.0,215283995.07999998,7228,4304,4,60,7228
2016,PUC Water Department Funds,Continuing Projects,437884240.64,24836899.06,0.0,379367557.68,2818,1444,0,58,2818
2016,PUC Water Department Funds,Annual Projects,379332067.81999993,1320042.78,0.0,5610517.3,844,562,0,6,844
2016,MTA Municipal Railway Funds,Operating,343987331.88,28118563.84,0.0,58143815.72,22246,3892,0,46,22246
2016,General Fund,Continuing Projects,296335992.1,24982933.2,0.0,149381943.9,6252,4348,4,48,6252
2016,Agency Funds,Annual Projects,268883965.82,0.0,0.0,0.0,8,8,0,8,8
2016,Special Revenue Funds,Grants,249970252.78,24219701.02,0.0,105303061.22,4526,3120,0,42,4526
2016,PUC Wastewater Funds,Continuing Projects,203734086.9,20740230.14,0.0,152772101.52,1796,1060,0,36,1796
2016,Capital Projects Funds,Continuing Projects,181797173.74,13773914.56,0.0,104189880.38,1616,1330,0,38,1616
2016,General Fund,Work Orders/Overhead,151738852.3,17490871.14,0.0,37659401.160000004,7768,2784,16,24,7768
2016,Internal Service Funds,Operating,150078364.5,13811596.36,0.0,26941083.08,4994,2332,2,26,4994
2016,PUC Hetch Hetchy Funds,Operating,128791380.4,9300577.540000001,0.0,8411959.040000001,5662,1784,4,28,5662
2016,PUC Wastewater Funds,Annual Projects,127640428.8,307741.36,0.0,1950656.78,226,198,0,4,226
2016,Successor Agency-Former SF Redev Agency,Continuing Projects,122561526.12,4232227.02,0.0,121713949.36,148,142,0,34,148
2016,General Fund,Annual Projects,115686060.0,12364215.7,0.0,27037473.439999998,4026,2534,2,12,4026
2016,PUC Water Department Funds,Unknown,109868787.5,20854421.12,0.0,136280136.92,468,330,0,16,468
2016,PUC Water Department Funds,Operating,100034155.74,8966358.56,0.0,27472159.18,19724,7476,30,6,19724
2016,Capital Projects Funds,Unknown,97966575.5,8899381.2,0.0,78080240.74000001,630,414,0,20,630
2016,MTA Municipal Railway Funds,Unknown,86809701.89999999,8226508.840000001,0.0,54020329.56,152,140,0,22,152
2016,Pension Trust Funds,Operating,83958101.5,12836424.879999999,0.0,30045719.92,568,470,0,30,568
2016,Laguna Honda Hospital Funds,Operating,82235691.17999999,2659038.9,0.0,14740390.42,3268,1640,44,14,3268
2016,PUC Wastewater Funds,Unknown,78257986.56,18039172.5,0.0,207331833.92000002,208,170,0,16,208
2016,MTA Parking & Traffic Funds,Operating,76991725.92,11255149.46,0.0,13461432.56,1830,1068,0,18,1830
2016,Other Employee Benefit Trust Funds,Operating,66928518.08,77662.06,0.0,513537.6,118,98,0,6,118
2016,PUC Hetch Hetchy Funds,Continuing Projects,62602288.14,4072556.78,0.0,45044488.36,2642,1434,0,8,2642
2016,MTA Parking Garages/Other,Operating,52827652.74,5250037.72,0.0,175190.40000000002,164,106,0,16,164
2016,General Hospital Medical Center Funds,Grants,51821901.16,3388479.22,0.0,8887898.84,618,350,0,14,618
2016,General Hospital Medical Center Funds,Continuing Projects,51413303.46,3479892.9,0.0,50973577.44,560,434,2,14,560
2016,PUC Wastewater Funds,Operating,44574987.32,4424663.28,0.0,6991379.62,4388,2010,0,6,4388
2016,Successor Agency-Former SF Redev Agency,Unknown,37150610.6,9097466.94,0.0,0.0,20,20,0,12,20
2016,Port Of San Francisco Funds,Operating,33138584.84,1098984.32,0.0,4251812.08,3722,1974,0,6,3722
2016,Special Revenue Funds,Unknown,29805943.9,313394.5,0.0,4279567.899999999,40,38,0,8,40
2016,MTA Municipal Railway Funds,Work Orders/Overhead,27910397.34,1578833.78,0.0,13073211.66,1394,812,0,2,1394
2016,MTA Parking & Traffic Funds,Continuing Projects,26703759.38,2408808.04,0.0,8708999.18,400,330,0,6,400
2016,Special Revenue Funds,Annual Projects,24437576.74,14273.06,0.0,2471147.16,150,142,0,6,150
2016,Successor Agency-Former SF Redev Agency,Annual Projects,21047459.94,1879824.68,0.0,2908069.74,148,126,0,4,148
2016,MTA Parking Garages/Other,Unknown,20253519.42,2111762.34,0.0,19643591.64,48,44,0,6,48
2016,PUC Hetch Hetchy Funds,Unknown,17717841.2,1568163.4200000002,0.0,57693365.36,660,404,0,4,660
2016,Port Of San Francisco Funds,Continuing Projects,17273062.4,2963431.74,0.0,18849501.84,332,272,0,2,332
2016,PUC Hetch Hetchy Funds,Annual Projects,16977804.2,1567948.9,0.0,9200112.9,790,462,0,2,790
2016,Special Revenue Funds,Work Orders/Overhead,11419268.74,2720796.2,0.0,4579055.100000001,2178,1130,14,0,2178
2016,SF International Airport Funds,Unknown,9634569.4,0.0,0.0,3899408.6,2,2,0,2,2
2016,MTA Parking & Traffic Funds,Unknown,9505226.52,517906.5,0.0,31087766.9,104,98,0,4,104
2016,Internal Service Funds,Continuing Projects,8935632.76,928060.6,0.0,5892891.86,158,92,0,0,158
2016,Capital Projects Funds,Grants,8797700.24,2920838.8200000003,0.0,12164933.74,90,80,0,2,90
2016,Expendable Trust Funds,Grants,6827068.68,282058.68,0.0,1091481.64,630,516,0,2,630
2016,Treasure Island Development Authority,Continuing Projects,4870285.44,7329324.0200000005,0.0,1000000.0,266,248,0,0,266
2016,Port Of San Francisco Funds,Annual Projects,4661504.22,1145653.94,0.0,2566410.7,482,416,0,0,482
2016,Successor Agency-Former SF Redev Agency,Operating,4482276.96,79754.18,0.0,87739.0,232,212,0,2,232
2016,MTA Parking & Traffic Funds,Grants,4340878.42,748483.08,0.0,6558129.600000001,58,56,0,0,58
2016,Laguna Honda Hospital Funds,Annual Projects,2378530.14,38661.76,0.0,363593.16000000003,296,234,6,0,296
2016,Laguna Honda Hospital Funds,Continuing Projects,1912654.02,42568.979999999996,0.0,1540158.56,64,60,2,0,64
2016,General Hospital Medical Center Funds,Annual Projects,1618256.72,267092.3,0.0,721891.5800000001,108,82,0,0,108
2016,PUC Hetch Hetchy Funds,Work Orders/Overhead,900898.94,63212.64,0.0,1107179.2,44,34,0,0,44
2016,Port Of San Francisco Funds,Grants,841581.92,356489.08,0.0,492543.45999999996,38,36,0,0,38
2016,Successor Agency-Former SF Redev Agency,Grants,814656.42,49977.02,0.0,51900.0,32,32,0,0,32
2016,MTA Parking Garages/Other,Continuing Projects,749742.48,55049.56,0.0,117600.0,22,18,0,0,22
2016,Clp-Clean Powersf Funds,Operating,597896.8200000001,2559203.2800000003,0.0,917471.5,8,8,0,0,8
2016,Internal Service Funds,Work Orders/Overhead,393366.98,132478.5,0.0,0.0,6,6,0,0,6
2016,MTA Taxi Commission,Continuing Projects,322000.0,0.0,0.0,0.0,58,58,0,0,58
2016,Laguna Honda Hospital Funds,Grants,288083.42,80219.08,0.0,6913.42,158,128,0,0,158
2016,Retiree Health Care Trust Fund - Prop B,Operating,277037.9,12740.0,0.0,235801.54,14,14,0,0,14
2016,MTA Municipal Railway Funds,Grants,255490.8,27530.06,0.0,208779.14,8,8,0,0,8
2016,MTA Taxi Commission,Operating,250277.26,106485.5,0.0,3509449.74,84,76,0,0,84
2016,SF International Airport Funds,Grants,222470.16,0.0,0.0,147257.58,4,4,0,0,4
2016,PUC Water Department Funds,Work Orders/Overhead,198468.2,95622.02,0.0,930488.56,18,18,0,0,18
2016,SF International Airport Funds,Annual Projects,162481.22,605.5,0.0,180000.0,26,26,0,0,26
2016,PUC Wastewater Funds,Work Orders/Overhead,16086.58,0.0,0.0,0.0,6,6,0,0,6
2016,Port Of San Francisco Funds,Unknown,3052.0,0.0,0.0,2330334.92,4,4,0,0,4
2016,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2017,General Fund,Operating,1665496460.5,-69.1,0.0,329504113.88,43344,21338,58,238,43344
2017,SF International Airport Funds,Operating,1178616928.96,-3632.88,0.0,55345931.18,5664,3362,0,46,5664
2017,MTA Municipal Railway Funds,Continuing Projects,844607175.8199999,0.0,0.0,1086749372.84,1246,892,0,68,1246
2017,General Hospital Medical Center Funds,Operating,657959477.44,-85853.26,0.0,71016260.42,7438,4134,62,58,7438
2017,SF International Airport Funds,Unknown,645815877.54,0.0,0.0,319622974.44,514,412,0,80,514
2017,Debt Service Funds,Operating,565682068.62,0.0,0.0,0.0,14,12,0,8,14
2017,Special Revenue Funds,Continuing Projects,514936900.02,0.0,0.0,234147704.7,7492,4464,2,92,7492
2017,SF International Airport Funds,Continuing Projects,463074813.36,-45063.22,0.0,60159408.4,2080,1102,0,102,2080
2017,Special Revenue Funds,Operating,459009267.62,-40.0,0.0,60796995.339999996,9116,5208,18,36,9116
2017,General Fund,Continuing Projects,397127974.64,0.0,0.0,244994729.86,6836,4520,12,62,6836
2017,MTA Municipal Railway Funds,Operating,359481510.1,0.0,0.0,82680888.34,22732,3454,0,46,22732
2017,PUC Water Department Funds,Annual Projects,329276622.54,0.0,0.0,6704122.12,948,582,0,6,948
2017,PUC Water Department Funds,Continuing Projects,306263072.59999996,0.0,0.0,360959424.56,2584,1242,0,30,2584
2017,Capital Projects Funds,Unknown,267803577.04,0.0,0.0,102615875.7,916,696,0,20,916
2017,Special Revenue Funds,Grants,247935840.98,0.0,0.0,129834411.3,3888,2650,0,36,3888
2017,Agency Funds,Annual Projects,242011664.18,0.0,0.0,0.0,8,6,0,8,8
2017,PUC Water Department Funds,Unknown,240210482.5,0.0,0.0,151691975.36,762,450,0,26,762
2017,PUC Wastewater Funds,Unknown,231256594.06000003,0.0,0.0,264565077.32,598,398,0,50,598
2017,General Fund,Work Orders/Overhead,180197672.74,0.0,0.0,55679463.06,8696,2892,16,22,8696
2017,General Fund,Annual Projects,163857788.28,0.0,0.0,47224831.519999996,4450,2738,0,18,4450
2017,Internal Service Funds,Operating,156155014.72,6967.04,0.0,49170152.6,4550,2014,4,24,4550
2017,PUC Wastewater Funds,Continuing Projects,150620846.78,0.0,0.0,175008372.94,1586,838,0,36,1586
2017,Successor Agency-Former SF Redev Agency,Continuing Projects,144568166.02,0.0,0.0,89466789.36,138,124,0,26,138
2017,Capital Projects Funds,Continuing Projects,135788319.7,4228.4,0.0,79693268.22,1116,890,0,30,1116
2017,PUC Hetch Hetchy Funds,Operating,128199287.96,-717.64,0.0,39104596.480000004,5748,1568,8,24,5748
2017,PUC Wastewater Funds,Annual Projects,105826051.14,0.0,0.0,3532440.68,242,208,0,4,242
2017,MTA Parking & Traffic Funds,Operating,95617772.74,0.0,0.0,12859261.92,1646,902,0,20,1646
2017,PUC Water Department Funds,Operating,92852878.6,0.0,0.0,39324205.38,17652,6236,18,2,17652
2017,Pension Trust Funds,Operating,84436412.48,0.0,0.0,31053482.4,644,528,0,26,644
2017,Special Revenue Funds,Unknown,82589805.14,0.0,0.0,64045694.18,128,116,0,32,128
2017,Laguna Honda Hospital Funds,Operating,81938265.36,0.0,0.0,14089546.34,3286,1596,38,16,3286
2017,MTA Municipal Railway Funds,Unknown,79357267.92,0.0,0.0,114144676.47999999,130,122,0,22,130
2017,PUC Hetch Hetchy Funds,Unknown,68836696.92,0.0,0.0,51039827.92,1142,498,2,20,1142
2017,Other Employee Benefit Trust Funds,Operating,57886810.559999995,0.0,0.0,730952.3200000001,122,100,0,6,122
2017,MTA Parking Garages/Other,Operating,57359754.28,0.0,0.0,2026129.8599999999,182,106,0,18,182
2017,PUC Hetch Hetchy Funds,Continuing Projects,56405750.46,0.0,0.0,34601186.58,2512,1282,2,10,2512
2017,PUC Wastewater Funds,Operating,44694570.019999996,0.0,0.0,16267703.18,4754,1898,2,6,4754
2017,Clp-Clean Powersf Funds,Operating,41427066.22,0.0,0.0,7727608.08,108,98,0,8,108
2017,Successor Agency-Former SF Redev Agency,Unknown,39513697.82,0.0,0.0,0.0,22,20,0,8,22
2017,Port Of San Francisco Funds,Operating,38385494.42,0.0,0.0,6312743.04,3414,1736,0,6,3414
2017,MTA Parking & Traffic Funds,Unknown,35006449.839999996,0.0,0.0,48214358.18,258,194,0,14,258
2017,MTA Municipal Railway Funds,Work Orders/Overhead,30891440.299999997,0.0,0.0,12220641.1,1516,810,0,2,1516
2017,Port Of San Francisco Funds,Continuing Projects,30379827.560000002,0.0,0.0,18167582.52,328,270,0,10,328
2017,MTA Parking & Traffic Funds,Continuing Projects,27889612.72,0.0,0.0,26558686.54,552,378,0,2,552
2017,Successor Agency-Former SF Redev Agency,Annual Projects,25831925.08,0.0,0.0,3438972.12,106,98,0,6,106
2017,MTA Parking Garages/Other,Unknown,25648200.66,0.0,0.0,12213667.86,62,60,0,8,62
2017,General Hospital Medical Center Funds,Continuing Projects,22641897.4,0.0,0.0,35805830.44,410,308,2,2,410
2017,General Hospital Medical Center Funds,Grants,20297894.900000002,-328.24,0.0,6370078.94,472,288,4,4,472
2017,PUC Hetch Hetchy Funds,Annual Projects,18242143.56,0.0,0.0,12358598.28,802,484,0,2,802
2017,Treasure Island Development Authority,Continuing Projects,17727475.66,0.0,0.0,1851035.2,214,204,0,4,214
2017,Special Revenue Funds,Work Orders/Overhead,16404130.58,0.0,0.0,6201871.08,2308,1146,22,0,2308
2017,Capital Projects Funds,Grants,15741783.34,0.0,0.0,233270.86,74,66,0,4,74
2017,Special Revenue Funds,Annual Projects,10285840.06,0.0,0.0,2865094.96,146,120,0,2,146
2017,Internal Service Funds,Continuing Projects,9701973.48,0.0,0.0,8995136.64,178,112,0,2,178
2017,SF International Airport Funds,Grants,8991190.0,0.0,0.0,81379.6,8,8,0,2,8
2017,Successor Agency-Former SF Redev Agency,Grants,8049977.02,0.0,0.0,51900.0,6,6,0,2,6
2017,Port Of San Francisco Funds,Grants,6923139.14,0.0,0.0,243301.0,32,28,0,2,32
2017,Successor Agency-Former SF Redev Agency,Operating,6751428.239999999,0.0,0.0,219444.91999999998,228,200,0,2,228
2017,Port Of San Francisco Funds,Annual Projects,6540353.74,0.0,0.0,3619191.32,394,342,0,0,394
2017,Port Of San Francisco Funds,Unknown,6233442.56,0.0,0.0,5397649.5,18,18,0,4,18
2017,MTA Parking & Traffic Funds,Grants,5543914.5200000005,0.0,0.0,2772300.8400000003,30,28,0,0,30
2017,Expendable Trust Funds,Grants,5354026.640000001,0.0,0.0,694290.06,518,402,0,0,518
2017,Laguna Honda Hospital Funds,Continuing Projects,3901967.3,0.0,0.0,1735326.08,68,60,0,0,68
2017,General Hospital Medical Center Funds,Annual Projects,3068236.9,0.0,0.0,606122.08,96,80,0,0,96
2017,Laguna Honda Hospital Funds,Annual Projects,2143552.64,0.0,0.0,540946.54,106,98,0,0,106
2017,PUC Water Department Funds,Work Orders/Overhead,741553.3,0.0,0.0,829149.76,70,64,0,0,70
2017,PUC Hetch Hetchy Funds,Work Orders/Overhead,716442.02,0.0,0.0,639572.74,58,46,0,0,58
2017,MTA Taxi Commission,Operating,699132.24,0.0,0.0,3033094.96,64,56,0,0,64
2017,Retiree Health Care Trust Fund - Prop B,Operating,492077.48,0.0,0.0,86463.44,12,10,0,0,12
2017,MTA Parking Garages/Other,Continuing Projects,456030.26,0.0,0.0,58180.0,14,12,0,0,14
2017,Laguna Honda Hospital Funds,Grants,412319.7,0.0,0.0,151773.26,180,156,2,0,180
2017,MTA Municipal Railway Funds,Grants,394127.42000000004,0.0,0.0,547740.22,36,36,0,0,36
2017,Internal Service Funds,Work Orders/Overhead,167495.8,0.0,0.0,0.0,4,4,0,0,4
2017,SF International Airport Funds,Annual Projects,93800.64,0.0,0.0,233387.46,32,30,0,0,32
2017,PUC Wastewater Funds,Work Orders/Overhead,86308.92,0.0,0.0,30577.46,14,14,0,0,14
2017,MTA Taxi Commission,Continuing Projects,10000.0,0.0,0.0,0.0,4,4,0,0,4
2017,Agency Funds,Operating,0.0,-473.0,0.0,0.0,2,2,0,0,2
2018,"Pension, Other Employee and Ot",Unspecified,294926221498.32,0.0,0.0,0.0,1004,158,0,650,400
2018,Enterprise Funds,Operating,173667217449.6,-35650437.199999996,42984687.9,216949.84000000003,251824,29014,4818,2696,30162
2018,Enterprise Funds,Unspecified,128699475353.44,-24643020.159999996,277586165.56,1568086.74,10638,2876,52,2378,3380
2018,Debt Service Funds,Operating,112900134751.36,0.0,0.0,0.0,250,42,0,224,100
2018,General Fund,Operating,82687864494.16,-20786614.1,31957407.86,839460.84,121110,26048,1934,2288,35740
2018,Investment Trust Fund,Unspecified,52168099184.96,0.0,0.0,0.0,150,14,0,150,60
2018,Special Revenue Funds,Operating,36262556111.700005,-51345557.12,5445032.38,0.0,19730,6540,1360,442,5164
2018,General Fund,Continuing Projects - Authority Control,9292203563.34,728601829.12,70851946.52000001,40942.08,31242,9992,0,566,10720
2018,Special Revenue Funds,Continuing Projects - Authority Control,7284349834.42,-578474733.76,22714428.96,839000.0,17058,5776,50,448,5620
2018,Private Purpose Trust Fund,Continuing Projects - Authority Control,6072638150.1,0.0,0.0,0.0,434,118,0,218,160
2018,Enterprise Funds,Continuing Projects - Authority Control,5288662912.0,50352723.52,120484316.14,530222.5,9780,3618,100,842,2660
2018,Special Revenue Funds,Annual Projects - Authority Control,4000836562.7599998,123421249.60000001,1370389.24,0.0,7668,2396,700,136,1820
2018,Private Purpose Trust Fund,Annual Projects - Authority Control,3408566228.56,0.0,0.0,0.0,420,156,0,60,140
2018,Agency Funds,Unspecified,1946837268.82,1.8917489796876907e-10,0.0,0.0,376,92,0,110,140
2018,Special Revenue Funds,Grants Projects,1465396216.34,379244268.47999996,38999944.68,0.0,9990,3868,100,144,2600
2018,Enterprise Funds,Annual Projects - Authority Control,713684066.4,-616711.04,2713734.26,957588.2,4938,1914,0,130,1380
2018,"Pension, Other Employee and Ot",Operating,682531141.34,-1081199.6799999992,773504.74,0.0,3558,1026,150,110,1202
2018,General Fund,Annual Projects - Authority Control,655242860.36,-443441391.36,9272037.200000001,0.0,17290,6116,52,90,5642
2018,General Fund,Work Orders/Overhead,594966241.34,21874273.960000005,21693891.6,0.0,14780,4604,112,90,3180
2018,Enterprise Funds,Continuing Projects - Project Control,591022489.74,0.0,52580367.1,7651366.42,1396,852,0,60,200
2018,Internal Service Funds,Operating,459891306.46,-1108219.2,574030.94,0.0,9198,2742,2304,92,2780
2018,Internal Service Funds,Annual Projects - Authority Control,407317766.9,-59731777.6,6416493.18,0.0,4392,1360,0,68,1020
2018,Capital Projects Funds,Continuing Projects - Authority Control,316893140.02,-25344872.96,20382621.32,0.0,2772,1130,2,62,780
2018,Special Revenue Funds,Unspecified,295654644.8,365717.44,10304.76,0.0,2754,808,0,60,1040
2018,Enterprise Funds,Work Orders/Overhead,249656915.8,-54185324.16,254180.03999999998,0.0,3914,1220,0,48,1100
2018,Private Purpose Trust Fund,Unspecified,182885253.22,0.0,0.0,0.0,212,54,0,34,80
2018,Capital Projects Funds,Unspecified,171110422.74,0.0,293106.04,0.0,1364,488,0,24,480
2018,Private Purpose Trust Fund,Operating,125540879.0,0.0,0.0,0.0,2608,626,0,20,1020
2018,Special Revenue Funds,Work Orders/Overhead,39027475.88,-126442951.36,1548016.2000000002,0.0,3586,1226,214,0,840
2018,Internal Service Funds,Continuing Projects - Authority Control,23095476.060000002,59113788.8,3466735.3400000003,0.0,318,146,0,4,80
2018,Capital Projects Funds,Continuing Projects - Project Control,19744055.54,0.0,14419.26,0.0,86,50,0,6,20
2018,Enterprise Funds,Grants Projects,7863777.98,0.0,201359.56,0.0,204,94,0,0,60
2018,Investment Trust Fund,Operating,5206220.8,0.0,0.0,0.0,50,14,0,0,20
2018,Permanent Fund,Grants Projects,2426366.88,0.0,107548.6,0.0,366,178,0,0,80
2018,Special Revenue Funds,Continuing Projects - Project Control,1502799.02,0.0,358000.0,0.0,8,8,0,0,0
