fiscal_year,organization_group,department,total_vouchers_paid,total_vouchers_pending,total_encumbrance_balance,total_pending_retainage,record_count,unique_suppliers,negative_paid_records,large_paid_1m_records,missing_po_date_records
2025,Public Protection,ADP Adult Probation,72602618.68,0.0,7664.5,0.0,1566,604,50,18,420
2025,Human Welfare & Neighborhood Development,WOM Status of Women,72350945.36,708355.2,0.0,0.0,890,326,0,8,244
2025,General Administration & Finance,ASR Assessor - Recorder,39169943.38,0.0,0.0,0.0,1044,436,0,2,300
2025,General Administration & Finance,CON Controller,31866640.98,17378.88,216679.2,3709676.0,1618,692,50,2,280
2025,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,12252312.16,0.0,0.0,0.0,270,140,0,2,60
2025,Human Welfare & Neighborhood Development,CSS Child Support Services,8721337.26,0.0,0.0,0.0,678,226,0,0,220
2025,Public Protection,DPA Police Accountabilty,8684062.44,0.0,11560.0,0.0,486,188,0,2,160
2025,General Administration & Finance,CPC City Planning,6043423.9,0.0,4730.0,0.0,716,374,0,0,120
2025,Culture & Recreation,AAM Asian Art Museum,3584254.18,0.0,0.0,0.0,30,28,0,0,0
2025,Public Protection,SDA Shrf Dept Ofc Inspctr Genl,3393639.04,0.0,0.0,0.0,180,68,0,0,60
2025,"Public Works, Transportation & Commerce",BOA Board of Appeals,2919588.42,0.0,0.0,0.0,134,58,0,0,40
2025,General Administration & Finance,CSC Civil Service Commission,11691.02,0.0,0.0,0.0,26,26,0,0,0
2026,General Administration & Finance,HSS Health Service System,435176322708.74,1889134.28,3631530.36,0.0,1442,266,100,728,480
2026,"Public Works, Transportation & Commerce",AIR Airport Commission,203172747249.96,18409414018.68,836367522.82,1053229369.9599999,16396,5148,50,652,3180
2026,"Public Works, Transportation & Commerce",PUC Public Utilities Commsn,182753563073.82,119419829.98,2584735074.82,454953413.14,48452,11022,2650,2228,6112
2026,Community Health,DPH Public Health,89772609364.40001,25758168.240000002,664294605.16,40110.62,257708,10808,7650,1796,10792
2026,General City Responsibilities,GEN General City - Unallocated,22359760174.54,267846.16000000003,673517.5,0.0,1148,114,0,406,380
2026,General Administration & Finance,ADM GSA - City Administrator,22223331743.02,3365692.08,139404551.8,0.0,16776,5760,350,560,2320
2026,"Public Works, Transportation & Commerce",MTA Municipal Transprtn Agncy,13573385236.1,27756904.8,1067548179.54,29786230.02,22416,5996,500,488,1500
2026,Public Protection,CRT Superior Court,9848645541.92,961212.46,605556.6,0.0,4144,392,0,414,1640
2026,Human Welfare & Neighborhood Development,USD County Education Office,7922416877.759999,0.0,0.0,0.0,100,6,0,80,40
2026,Human Welfare & Neighborhood Development,HSA Human Services Agency,5829271931.0,4918967.26,352053798.84,0.0,11356,3296,300,348,1880
2026,General Administration & Finance,MYR Mayor,4680267603.84,3423528.74,755675350.64,0.0,4758,2594,50,346,700
2026,"Public Works, Transportation & Commerce",DPW Public Works,4407310977.139999,8897496.06,1277216007.9199998,340041434.98,16668,4592,502,400,1740
2026,Human Welfare & Neighborhood Development,CCD SF Communtiy College Dist,4355988035.5199995,0.0,0.0,0.0,100,6,0,100,40
2026,Culture & Recreation,WAR War Memorial,3006598062.38,211411.66,1729704.18,0.0,1604,578,200,104,320
2026,Public Protection,SHF Sheriff,2613842252.2400002,651899.3600000013,37192754.78,0.0,8880,1882,204,86,2460
2026,"Public Works, Transportation & Commerce",PRT Port,2453177629.46,5282775.64,247314608.52,19885528.14,9832,2484,450,172,2400
2026,General Administration & Finance,HRD Human Resources,2082504692.7,991926.24,7660407.06,0.0,3140,638,0,76,1020
2026,Public Protection,DEM Emergency Management,1430428440.18,721558.0,62594951.42,0.0,4122,1496,50,72,680
2026,Culture & Recreation,REC Recreation & Park Commsn,1314579891.22,4692917.64,55793068.76,18759276.22,12802,4434,0,160,520
2026,Human Welfare & Neighborhood Development,HOM Homelessness Services,1008379927.12,3176728.22,500724468.88,0.0,3982,1760,0,220,120
2026,General Administration & Finance,RET Retirement System,849664179.46,5697064.32,50550806.98,0.0,2078,402,100,98,700
2026,Public Protection,JUV Juvenile Probation,845913378.82,39515.219999999994,5589799.600000001,0.0,3082,1190,100,56,400
2026,Culture & Recreation,LIB Public Library,729310016.48,1554667.1199999999,25141727.1,0.0,4650,1756,150,72,1040
2026,Culture & Recreation,SCI Academy of Sciences,632975200.0,0.0,0.0,0.0,100,4,0,80,40
2026,General Administration & Finance,DT  GSA - Technology,572427600.42,829881.64,94730255.6,0.0,4138,1274,502,136,640
2026,Human Welfare & Neighborhood Development,DEC Dept of Early Childhood,567845204.8,40316.04,234710608.42,0.0,892,512,0,34,80
2026,"Public Works, Transportation & Commerce",ECN Economic & Wrkfrce Dvlpmnt,501232473.08,4840070.02,90924977.38,0.0,5066,1602,0,72,1340
2026,Culture & Recreation,FAM Fine Arts Museum,438161206.68,0.0,1367223.74,0.0,368,124,0,68,80
2026,Public Protection,POL Police,423717732.58,2004341.62,28058334.64,0.0,5276,1980,400,72,1080
2026,Human Welfare & Neighborhood Development,CHF Children;Youth & Families,288889549.94,16978456.64,160827833.0,0.0,2140,1350,0,36,140
2026,General Administration & Finance,TTX Treasurer-Tax Collector,218267614.5,75550.0,4300734.96,0.0,1612,392,0,34,460
2026,"Public Works, Transportation & Commerce",DBI Building Inspection,215642784.01999998,20416960.26,5635913.66,0.0,836,340,50,30,180
2026,Human Welfare & Neighborhood Development,CII Commty Invest & Infrstrctr,213578892.79999998,36154.0,36494812.32,0.0,2380,474,50,32,820
2026,Culture & Recreation,ART Arts Commission,190296466.85999998,1498464.5,21117812.5,0.0,11794,2158,0,2,4080
2026,Human Welfare & Neighborhood Development,ENV Environment,127182625.62,179820.48,17421825.26,0.0,1364,652,50,22,220
2026,Public Protection,FIR Fire Department,105394568.06,2749111.6599999997,49896829.58,0.0,4026,1636,202,12,604
2026,Human Welfare & Neighborhood Development,HRC Human Rights Commission,102721192.42,0.0,23888364.759999998,0.0,896,324,0,20,240
2026,General Administration & Finance,BOS Board of Supervisors,98067165.8,10735.54,3878943.2,0.0,788,260,100,22,220
2026,Public Protection,ADP Adult Probation,94210201.94,55875.74,22184230.84,0.0,1688,488,250,26,480
2026,General Administration & Finance,CAT City Attorney,86463664.89999999,5157.88,1667069.7,0.0,1408,300,0,14,480
2026,Public Protection,PDR Public Defender,73053787.32000001,1424.88,601832.54,0.0,2556,398,0,10,920
2026,General Administration & Finance,REG Elections,66223542.42,2689226.9599999995,17964512.26,0.0,536,314,0,16,80
2026,Public Protection,DAT District Attorney,49877136.94,143312.5,3255578.06,0.0,3630,700,0,4,1180
2026,Human Welfare & Neighborhood Development,WOM Status of Women,31901826.68,0.0,0.0,0.0,204,110,0,6,40
2026,General Administration & Finance,CON Controller,19772216.66,1547619.3800000001,25770093.540000003,2388114.0,1006,528,50,2,124
2026,General Administration & Finance,ASR Assessor - Recorder,14527887.78,591675.4600000001,22049259.200000003,0.0,586,308,0,2,100
2026,Public Protection,DPA Police Accountabilty,8219121.760000001,759466.2799999999,201979.03999999998,0.0,444,116,0,2,140
2026,Human Welfare & Neighborhood Development,CSS Child Support Services,5072069.44,575.0,290130.76,0.0,414,126,0,0,120
2026,General Administration & Finance,CPC City Planning,5056172.42,30429.14,2076911.38,0.0,574,340,0,0,60
2026,Culture & Recreation,AAM Asian Art Museum,4310750.5200000005,0.0,330445.98,0.0,50,44,0,0,0
2026,Human Welfare & Neighborhood Development,RNT Rent Arbitration Board,4277527.22,6956.14,121459.88,0.0,212,102,0,0,40
2026,General Administration & Finance,ETH Ethics Commission,3657206.82,18283.04,19808.16,0.0,392,84,0,0,120
2026,Public Protection,SDA Shrf Dept Ofc Inspctr Genl,2541653.04,181.74,145040.32,0.0,66,18,0,0,20
2026,"Public Works, Transportation & Commerce",BOA Board of Appeals,1557400.82,0.0,12789.32,0.0,134,42,0,0,40
2026,General Administration & Finance,CSC Civil Service Commission,99039.76,0.0,18309.38,0.0,98,44,0,0,20
2026,Culture & Recreation,LLB Law Library,17018.92,0.0,9035.119999999999,0.0,14,14,0,0,0
